"d11","d12","d13","d14","d21","d22","d23","d24","d31","d32","d33","d34"
0.147820885089526,0.231705144777263,0.231705144777263,0.231705144777263,0.0209574769905985,0.0209574769905985,0.0209574769905985,0.0209574769905985,0.0183084431540728,0.0183084431540728,0.0183084431540728,0.0183084431540728
0.213561289096131,0.213561289096131,0.213561289096132,0.213561289096132,0.0039602899835284,0.00396028998352843,0.00396028998352837,0.00396028998352839,0.0324784209203403,0.0324784209203403,0.0324784209203403,0.0324784209203403
0.196926158185817,0.196926158185817,0.196926158185818,0.196926158185818,0.0283579126319464,0.0283579126319464,0.0283579126319464,0.0283579126319464,0.0247159291822361,0.0247159291822361,0.0247159291822361,0.0247159291822361
0.241593112508999,0.140912002555666,0.0694808563568719,0.0282239833821691,0.107094838494608,0.0556034542599439,0.0299693612982799,0.0126578050097502,0.157736713383634,0.0922472310095769,0.0458920804071158,0.0185885613333852
0.0861617216711928,0.152744241972796,0.194661635402259,0.278383222578432,0.0473190276996669,0.0244159252916396,0.0132254957553038,0.00573565184995775,0.121368017433736,0.0451210421284231,0.0219152995361032,0.00894871868049035
0.207033529693447,0.207033529693447,0.207033529693447,0.207033529693447,0.0312940503463951,0.0312940503463951,0.0312940503463951,0.0312940503463951,0.011672419960158,0.011672419960158,0.011672419960158,0.011672419960158
0.104047744185717,0.158496462536147,0.242954815809534,0.423554363909979,0.00194873453550335,0.00194873453550336,0.00194873453550334,0.00194873453550331,0.0157879188541524,0.0157879188541523,0.0157879188541523,0.0157879188541524
0.12563767227251,0.125637672272507,0.125637672272512,0.125637672272513,0.0270748491622037,0.0141453996224063,0.00759492706873699,0.00323689557730443,0.0667660955685772,0.0865796231838109,0.117129550377083,0.174921970349836
0.0348270916893551,0.0348270916893553,0.128443922303361,0.128443922303361,0.0445866760949243,0.0445866760949243,0.165189970387708,0.165189970387708,0.0634761697623258,0.0634761697623259,0.0634761697623258,0.0634761697623258
0.176457205462147,0.176457205462146,0.176457205462148,0.176457205462148,0.00782010163055498,0.00782010163055505,0.00782010163055492,0.00782010163055497,0.0657226929072981,0.0657226929072981,0.0657226929072981,0.0657226929072981
0.148113167374243,0.148113167374242,0.148113167374243,0.148113167374244,0.0544566275472389,0.0544566275472389,0.0544566275472389,0.0544566275472389,0.0474302050785181,0.0474302050785181,0.0474302050785181,0.0474302050785181
0.139959202668002,0.0798486493866267,0.0499513037627635,0.0301019039467827,0.0231967205253711,0.0559219728985994,0.108480743416281,0.228039175670671,0.0180620677724605,0.0416883674619837,0.0770263206782668,0.147723571812192
0.117131933489397,0.158756723344716,0.220518742507966,0.342287082781953,0.0214082092919222,0.0214082092919222,0.0214082092919222,0.0214082092919222,0.0443053234469276,0.018693857018359,0.00633675012149632,0.00633675012149632
0.121524555107363,0.121524555107363,0.121524555107364,0.121524555107364,0.022258578761546,0.022258578761546,0.022258578761546,0.022258578761546,0.235025171271666,0.0781726768278198,0.0781726768278198,0.0334969395970572
0.0517244918690135,0.134739846676214,0.219844893720697,0.381712889621737,0.0283489658707865,0.0283489658707865,0.0283489658707866,0.0283489658707865,0.0246455036572981,0.0246455036572981,0.0246455036572981,0.0246455036572981
0.0866881747592284,0.0411859594183429,0.0216819189273169,0.00909884412406649,0.00967561053137641,0.0096756105313765,0.00967561053137623,0.00967561053137584,0.200660665161385,0.200660665161385,0.200660665161385,0.200660665161385
0.148168141843434,0.093043974275473,0.0503576223352899,0.0213220638546409,0.0473145944712893,0.0473145944712893,0.0473145944712892,0.0473145944712889,0.124462454951502,0.124462454951501,0.124462454951501,0.124462454951502
0.227140364243488,0.0776205515212101,0.0227582752107491,0.0227582752107491,0.0122970537103875,0.0283615675124512,0.0525521419174223,0.0525521419174223,0.275751605293868,0.146614233270579,0.0407968950958372,0.0407968950958372
0.196071716564391,0.196071716564391,0.196071716564392,0.196071716564392,0.0287912257873136,0.0287912257873136,0.0287912257873136,0.0287912257873136,0.0251370576482951,0.0251370576482951,0.0251370576482951,0.0251370576482951
0.0228511053386436,0.0436369172450968,0.0579691463269099,0.0864692181394428,0.00325445063392713,0.00761763465247944,0.0141268148836976,0.0272862760513718,0.0918591452131576,0.160495957504754,0.202632665135996,0.281800668874524
0.132459011660642,0.160737700143517,0.203523319000384,0.285155583812537,0.0524225479261748,0.0298322538676139,0.0185083125842066,0.0109598542803327,0.00668105536224514,0.015647548033543,0.0288722336520896,0.0552005796767148
0.0266431410901466,0.0266431410901417,0.0266431410901513,0.0266431410901519,0.00131221034391992,0.00307843100968818,0.00574137925686157,0.0109591161092778,0.134225881427064,0.169092855740726,0.219796321858769,0.349221239893103
0.00920943937599252,0.0216474412735866,0.0407426175703557,0.0817126860185715,0.00761993530866808,0.0176916236498303,0.0329110914229074,0.064026580278163,0.181109646275481,0.181109646275481,0.181109646275482,0.181109646275481
0.168310663915032,0.168310663915032,0.229132353721996,0.229132353721996,0.00570234533709905,0.0133744444341387,0.0247185305380019,0.0247185305380019,0.0118122728837404,0.0274294745928657,0.0486791832010488,0.0486791832010488
0.126777223538986,0.126777223538985,0.126777223538988,0.126777223538988,0.0129121352939773,0.0129121352939774,0.0129121352939772,0.0129121352939773,0.110310641167036,0.110310641167036,0.110310641167036,0.110310641167036
0.142201632393104,0.142201632393103,0.142201632393104,0.142201632393104,0.0781437962409159,0.0781437962409159,0.026112565366688,0.026112565366688,0.074177684191491,0.074177684191491,0.0463850492929291,0.0279403295364654
0.193040489537076,0.113250671907617,0.0731825693621536,0.0302403935374804,0.0194307414662035,0.046360663197112,0.088953270768598,0.187225653858603,0.0156509506556441,0.0362985007833287,0.0670158688415481,0.129350226084636
0.146381044654338,0.174690190782481,0.217507786336051,0.303870421794175,0.0140580186177085,0.02615653885418,0.0342934266021561,0.0509561991385671,0.00199863486961232,0.0046703884351709,0.0086958781400259,0.0167214717755344
0.176578566005891,0.17657856600589,0.176578566005892,0.176578566005892,0.0078003389856918,0.00780033898569186,0.00780033898569173,0.00780033898569178,0.0656210950084173,0.0656210950084173,0.0656210950084173,0.0656210950084173
0.0403827218540768,0.0978688092194728,0.192505582891376,0.192505582891376,0.00403923470230124,0.00403923470230128,0.0122953330300049,0.0285443557623731,0.0682962751516185,0.0938199761347285,0.0938199761347286,0.171882917525643
0.0347049483081402,0.0347049483081412,0.0542154736371021,0.0542154736371021,0.00459670683072044,0.0107041257088479,0.0197707064655812,0.0197707064655814,0.0775007545162814,0.154380871305326,0.213783117428552,0.321652167388624
0.0348142546641704,0.0348142546641677,0.0348142546641727,0.0348142546641733,0.00665357371328175,0.00665357371328192,0.00665357371328165,0.0335313308510354,0.201812732338109,0.201812732338109,0.201812732338109,0.201812732338109
0.0290704069502344,0.0290704069502317,0.0290704069502367,0.0290704069502373,0.018049403505786,0.0180494035057862,0.0180494035057858,0.018049403505786,0.202880189543979,0.202880189543979,0.202880189543979,0.202880189543979
0.102982340068804,0.193440007270408,0.193440007270408,0.193440007270408,0.0354205390064333,0.0668408238844974,0.0668408238844973,0.0668408238844974,0.0421960297279875,0.0217013961342872,0.0117277618986839,0.00512943969908687
0.0447308412937384,0.0447308412937385,0.168208784506634,0.168208784506634,0.0606117378011369,0.0606117378011369,0.0606117378011369,0.0606117378011369,0.107612429704253,0.107612429704253,0.0582244688931007,0.0582244688931007
0.0772516821475562,0.0772516821475555,0.077251682147557,0.0772516821475571,0.028292992340217,0.0282929923402171,0.028292992340217,0.028292992340217,0.249591683398453,0.134814279932115,0.134814279932115,0.0586010587862217
0.083589591908224,0.0835895919082222,0.0835895919082256,0.083589591908226,0.0372025614690565,0.0372025614690566,0.0372025614690565,0.015968044959638,0.134516475750073,0.134516475750073,0.134516475750073,0.134516475750073
0.104078553632497,0.181817086706818,0.0656021341064097,0.039749974159036,0.18332871853802,0.109300021123826,0.0551500023548448,0.0230348263311489,0.123788549233313,0.0645854469336021,0.0347548242515809,0.0148098626289037
0.168836712391992,0.168836712391991,0.168836712391993,0.168836712391993,0.00333548701125073,0.00781888346007737,0.0144096498148247,0.027806351510662,0.067820694658804,0.067820694658804,0.067820694658804,0.067820694658804
0.183643472170113,0.183643472170112,0.183643472170114,0.183643472170114,0.0351593007938577,0.0351593007938577,0.0351593007938577,0.0351593007938577,0.00786969653131769,0.0182979316067246,0.0337592642026069,0.0648620158034659
0.166278037860381,0.203114700399455,0.203114700399455,0.203114700399455,0.0532376649664837,0.0532376649664837,0.0230342041950922,0.00897901704137169,0.0447718591850177,0.0231594797860104,0.0125782008373433,0.00537976996344992
0.0383333650833728,0.0199250094982139,0.0107017391886761,0.0045765795293456,0.221386295862797,0.127144108892298,0.0793294858930201,0.047111739025145,0.0967735502117935,0.128250665519486,0.191892973363616,0.0345744879322358
0.0449949612290853,0.044994961229086,0.0906194031395828,0.0906194031395827,0.00538222488079374,0.00538222488079369,0.00538222488079383,0.00538222488079372,0.176810592934872,0.176810592934872,0.176810592934872,0.176810592934872
0.12424070780321,0.124240707803208,0.124240707803211,0.124240707803211,0.00866270482935943,0.00866270482935951,0.00866270482935938,0.0435865062933395,0.108365637001436,0.108365637001436,0.108365637001436,0.108365637001436
0.175975043495938,0.175975043495936,0.17597504349594,0.17597504349594,0.00330954271817529,0.00330954271817541,0.00330954271817535,0.00330954271817535,0.0275801493691233,0.0465868125430251,0.0754382827605061,0.13325641047089
0.126863595491962,0.12686359549196,0.126863595491963,0.126863595491963,0.0128479740291405,0.0128479740291407,0.0128479740291404,0.0128479740291405,0.110288430478897,0.110288430478897,0.110288430478897,0.110288430478897
0.133186683027547,0.160967580985611,0.204077496591946,0.283070378250989,0.0525609083491035,0.0298988690718951,0.0185591830016387,0.010961240106155,0.0555196589228015,0.029015284540432,0.0155254450790904,0.00665727207279172
0.0438366282855282,0.0880494721529321,0.120296500325243,0.185813504374319,0.00632019362552014,0.0147104651357559,0.0275443994307536,0.0525265721816491,0.216226590998988,0.122339363195784,0.0767551879455972,0.0455811223479299
0.15285343262113,0.179629563540086,0.219615965545259,0.299653534528409,0.00100722061524276,0.00234102360547549,0.00434052072467905,0.00843790238757105,0.0203680535515054,0.0259727709725271,0.0344248927823175,0.0513551191257979
0.181165328692994,0.181165328692992,0.181165328692995,0.181165328692995,0.00922933296670594,0.0216669893409925,0.0410079250606594,0.0813516712894545,0.0076069731783912,0.017646166527823,0.0330770933018953,0.0637525335621018
0.0550056709023105,0.121649451879165,0.199390747923784,0.278035691034506,0.046544528376325,0.0602256432729018,0.0807870461677339,0.121838593356615,0.00228001217745077,0.00531630432971928,0.00988366492468847,0.0190426456547998
0.122896002007366,0.122896002007365,0.122896002007366,0.122896002007366,0.0296727015529784,0.0296727015529785,0.00984331505566669,0.0098433150556667,0.126681922035768,0.126681922035768,0.126681922035768,0.0493381926459438
0.161639783295942,0.161639783295941,0.161639783295942,0.161639783295942,0.0363908512410332,0.0363908512410332,0.0121524300769809,0.0121524300769809,0.163677533648991,0.0578220789543685,0.0174273457884229,0.0174273457884229
0.186519518602742,0.18651951860274,0.186519518602742,0.186519518602743,0.0162172595886761,0.0162172595886762,0.0162172595886761,0.0962889268459788,0.00905064739543225,0.00905064739543234,0.0271894216050078,0.0636905035811538
0.23841982427548,0.0991031660754581,0.0491666030841181,0.0203574414507347,0.0102768040146032,0.0240464573056506,0.0446137211847658,0.0854022478799801,0.199753101142679,0.114734105623375,0.0712487426900342,0.0428777852731208
0.196125751516892,0.196125751516892,0.196125751516893,0.196125751516893,0.0287660653237061,0.0287660653237061,0.0287660653237061,0.0287660653237061,0.0251081831594017,0.0251081831594017,0.0251081831594017,0.0251081831594017
0.0312083960501369,0.0742590871177025,0.140763440362431,0.288743327954868,0.0249335678861755,0.0129690488833028,0.0069988780008862,0.0030334082391379,0.0620746823513918,0.0806930587016889,0.108549803441876,0.165773301010403
0.0809340752341032,0.146768723499605,0.189207340869461,0.271193999770335,0.095875875345694,0.0541629749145963,0.0256010259648003,0.0102501816062609,0.0656304554895637,0.0342158886885724,0.0183355913034576,0.00782386731355033
0.12677008097126,0.126770080971258,0.126770080971261,0.126770080971261,0.0129646950647321,0.0129646950647322,0.012964695064732,0.0129646950647321,0.110265223964008,0.110265223964008,0.110265223964008,0.110265223964008
0.0299133362827511,0.0714283177821495,0.141990072968792,0.348080052921764,0.0101856223036281,0.0101856223036282,0.010185622303628,0.0101856223036279,0.0919614327075079,0.0919614327075078,0.0919614327075077,0.0919614327075079
0.0725598191377807,0.182570564446935,0.182570564446935,0.182570564446935,0.00992624281875798,0.00992624281875793,0.00992624281875788,0.00992624281875791,0.0850058790615956,0.0850058790615956,0.0850058790615956,0.0850058790615956
0.145113116761099,0.175345721567903,0.220174435905327,0.220174435905326,0.0576354116785621,0.0325734927769194,0.0202886561584934,0.0120108980081193,0.0605678929359193,0.0317894825149041,0.017054807265828,0.00727164852159957
0.135756593707523,0.163694182322991,0.205403391850029,0.288695397385727,0.00685023914716729,0.016147672061269,0.0306189413734594,0.0613228273207742,0.00572472184339089,0.0132491446466746,0.0246026462997356,0.0479342420412589
0.0996436369337139,0.179994644694518,0.179994644694518,0.278762258840165,0.00196090765135043,0.00466947721600633,0.00863529506082248,0.0165179477442722,0.040349753327469,0.0403497533274691,0.0578370806595102,0.0912845998501857
0.133237914961423,0.160988538998289,0.203134043678188,0.28388598578081,0.0526867101944401,0.0297938398513058,0.0185738937455893,0.0110034786438207,0.00663118564557503,0.0156930545368596,0.0290789915753291,0.0552923623883707
0.0484487686596093,0.0484487686596086,0.04844876865961,0.0484487686596102,0.0178604123370065,0.0178604123370065,0.0178604123370064,0.0178604123370065,0.445605457709763,0.175769342723391,0.0566942377901906,0.0566942377901906
0.113058207100545,0.113058207100543,0.113058207100546,0.113058207100546,0.0127909595718348,0.0127909595718349,0.0127909595718347,0.0127909595718348,0.163957651616932,0.163957651616932,0.0843440150383082,0.0843440150383082
0.147711923129625,0.147711923129624,0.147711923129626,0.147711923129627,0.0108007849982488,0.0108007849982489,0.0108007849982487,0.0108007849982488,0.0914872918721257,0.0914872918721257,0.0914872918721257,0.0914872918721257
0.126810073067994,0.126810073067993,0.126810073067996,0.126810073067996,0.0129598873187896,0.0129598873187897,0.0129598873187895,0.0129598873187896,0.110230039613216,0.110230039613216,0.110230039613216,0.110230039613216
0.12853185239197,0.074391851631457,0.0361258379999626,0.0145943770906002,0.0105063346755332,0.0246227700834238,0.0457958117298006,0.0878141292808145,0.044112245639522,0.100721998162627,0.174784799624929,0.257997991689361
0.0317992599198238,0.0756073043637932,0.142356891760186,0.285373638846314,0.00299700854510153,0.0070371486963927,0.0130119806112449,0.025182000572494,0.0623133567898039,0.0810121744023995,0.108383224500089,0.164926010992358
0.0655291197500346,0.0655291197500322,0.0655291197500366,0.0655291197500371,0.00789052930206187,0.00789052930206206,0.00789052930206169,0.00789052930206183,0.176580350947903,0.176580350947903,0.176580350947903,0.176580350947903
0.0253067316691861,0.0597668248409839,0.115301451079811,0.240754626076544,0.0182870397310504,0.0434581287058011,0.0838610425747224,0.177508272157868,0.12255182406531,0.0641406811169645,0.0343490484091663,0.014714329572593
0.1221668276826,0.122166827682598,0.122166827682601,0.122166827682601,0.00524528892134652,0.0120840269260599,0.0224119678404618,0.0433552880116326,0.107059029392525,0.107059029392525,0.107059029392525,0.107059029392525
0.0578830091988097,0.0753050980792982,0.101061100686133,0.15335733431345,0.0234040090335283,0.0120824351792405,0.00656116819407246,0.00282382104767204,0.294194763359487,0.164117721837115,0.0778900397872934,0.031319499283901
0.101206340663426,0.158315349289697,0.241439098473836,0.389874555761193,0.0145638838744264,0.0145638838744265,0.0145638838744265,0.0145638838744264,0.0127272800785354,0.0127272800785354,0.0127272800785354,0.0127272800785354
0.0157607707431046,0.0380153264912626,0.072773136932174,0.151015987773053,0.0129518457837108,0.0302225095684119,0.0562140250402349,0.107990356789108,0.0320714512174707,0.0735357242978153,0.278583235306148,0.130865630057507
0.0996388664761384,0.0996388664761376,0.0996388664761391,0.0996388664761391,0.0315321432226969,0.0736912761335986,0.0736912761335987,0.0736912761335987,0.157476592667664,0.073528686327616,0.0443045971490568,0.073528686327616
0.116154956415893,0.116154956415892,0.116154956415894,0.116154956415894,0.071620424505644,0.071620424505644,0.071620424505644,0.071620424505644,0.0622246190784628,0.0622246190784628,0.0622246190784628,0.0622246190784628
0.0317343526717266,0.0747949516132427,0.142880813255055,0.283959938523061,0.00307058278371781,0.00708005282935704,0.0130917437020226,0.0251900850614504,0.062540880206204,0.0810565306921848,0.109061167394199,0.165538901267779
0.0266624903055871,0.0642514190832428,0.128430916765894,0.128430916765894,0.12360675342537,0.12360675342537,0.0777047445798276,0.0473713868976219,0.101291206226813,0.101291206226813,0.0544604842717538,0.0228917220258128
0.144535353010317,0.144535353010317,0.144535353010317,0.144535353010317,0.0730671567026651,0.0730671567026651,0.0370276497627213,0.0370276497627213,0.075710208588578,0.0251242789254012,0.075710208588578,0.0251242789254012
0.029963795199836,0.0299637951998358,0.0299637951998362,0.0299637951998363,0.201414617199518,0.201414617199518,0.201414617199518,0.201414617199518,0.0186215876006459,0.0186215876006459,0.0186215876006459,0.0186215876006459
0.125076537369003,0.125076537369002,0.125076537369003,0.125076537369003,0.0771930423923699,0.0771930423923699,0.0771930423923699,0.0771930423923699,0.0477304202386273,0.0477304202386273,0.0477304202386273,0.0477304202386273
0.291036608042145,0.0643690897129316,0.0643690897129316,0.13251592441989,0.0713619197341928,0.0305898437316071,0.0102735406945819,0.0102735406945819,0.187948147766004,0.0800848510039322,0.0404872590699422,0.0166901854172598
